"MassParameter_1","MassParameter_2","MassParameter_3","MassParameter_4", "Phi_12","Phi_13","Phi_14","Phi_23","Phi_24","Phi_34", "Dataset1_7320370X","Dataset1_4640576X","Dataset1_2060465X","Dataset1_3140445X","Dataset1_6960209X","Dataset1_5670435X","Dataset1_4880367X","Dataset1_5050575X","Dataset1_290402X","Dataset1_650753X","Dataset1_110382X","Dataset1_3450274X","Dataset1_5960343X","Dataset1_4120037X","Dataset1_4050070X","Dataset1_6480059X","Dataset1_2000100X","Dataset1_3170669X","Dataset1_4830100X","Dataset1_6180538X","Dataset1_6980482X","Dataset1_4900670X","Dataset1_1780762X","Dataset1_1780564X","Dataset1_5270386X","Dataset1_7210424X","Dataset1_7050332X","Dataset1_6200431X","Dataset1_270156X","Dataset1_2470259X","Dataset1_630753X","Dataset1_3830519X","Dataset1_940747X","Dataset1_6840148X","Dataset1_1170609X","Dataset1_1770753X","Dataset1_6900209X","Dataset1_2340598X","Dataset1_3170286X","Dataset1_1470601X","Dataset1_4120053X","Dataset1_1260017X","Dataset1_3870646X","Dataset1_2120259X","Dataset1_2480739X","Dataset1_10612X","Dataset1_2490446X","Dataset1_6770711X","Dataset1_2060452X","Dataset1_50735X","Dataset1_2680722X","Dataset1_2320356X","Dataset1_6560438X","Dataset1_2710114X","Dataset1_870626X","Dataset1_2940369X","Dataset1_990072X","Dataset1_50070X","Dataset1_650008X","Dataset1_6940358X","Dataset1_4570441X","Dataset1_3610259X","Dataset1_4060221X","Dataset1_2260131X","Dataset1_1500148X","Dataset1_6220543X","Dataset1_4900010X","Dataset1_7550431X","Dataset1_2470619X","Dataset1_3390544X","Dataset1_2100241X","Dataset1_620241X","Dataset1_630377X","Dataset1_3180398X","Dataset1_2570026X","Dataset1_540021X","Dataset1_4640136X","Dataset1_6330047X","Dataset1_1710594X","Dataset1_270519X","Dataset1_1690059X","Dataset1_2850162X","Dataset1_130021X","Dataset1_2230273X","Dataset1_270348X","Dataset1_2070037X","Dataset1_6280156X","Dataset1_5390246X","Dataset1_1240450X","Dataset1_7160369X","Dataset1_5390239X","Dataset1_3940754X","Dataset1_1230201X","Dataset1_6400333X","Dataset1_1030376X","Dataset1_4890722X","Dataset1_4040725X","Dataset1_3440343X","Dataset1_6370014X","Dataset1_940356X","Dataset1_6110167X","Dataset1_4860408X","Dataset2_7320370X","Dataset2_4640576X","Dataset2_2060465X","Dataset2_3140445X","Dataset2_6960209X","Dataset2_5670435X","Dataset2_4880367X","Dataset2_5050575X","Dataset2_290402X","Dataset2_650753X","Dataset2_110382X","Dataset2_3450274X","Dataset2_5960343X","Dataset2_4120037X","Dataset2_4050070X","Dataset2_6480059X","Dataset2_2000100X","Dataset2_3170669X","Dataset2_4830100X","Dataset2_6180538X","Dataset2_6980482X","Dataset2_4900670X","Dataset2_1780762X","Dataset2_1780564X","Dataset2_5270386X","Dataset2_7210424X","Dataset2_7050332X","Dataset2_6200431X","Dataset2_270156X","Dataset2_2470259X","Dataset2_630753X","Dataset2_3830519X","Dataset2_940747X","Dataset2_6840148X","Dataset2_1170609X","Dataset2_1770753X","Dataset2_6900209X","Dataset2_2340598X","Dataset2_3170286X","Dataset2_1470601X","Dataset2_4120053X","Dataset2_1260017X","Dataset2_3870646X","Dataset2_2120259X","Dataset2_2480739X","Dataset2_10612X","Dataset2_2490446X","Dataset2_6770711X","Dataset2_2060452X","Dataset2_50735X","Dataset2_2680722X","Dataset2_2320356X","Dataset2_6560438X","Dataset2_2710114X","Dataset2_870626X","Dataset2_2940369X","Dataset2_990072X","Dataset2_50070X","Dataset2_650008X","Dataset2_6940358X","Dataset2_4570441X","Dataset2_3610259X","Dataset2_4060221X","Dataset2_2260131X","Dataset2_1500148X","Dataset2_6220543X","Dataset2_4900010X","Dataset2_7550431X","Dataset2_2470619X","Dataset2_3390544X","Dataset2_2100241X","Dataset2_620241X","Dataset2_630377X","Dataset2_3180398X","Dataset2_2570026X","Dataset2_540021X","Dataset2_4640136X","Dataset2_6330047X","Dataset2_1710594X","Dataset2_270519X","Dataset2_1690059X","Dataset2_2850162X","Dataset2_130021X","Dataset2_2230273X","Dataset2_270348X","Dataset2_2070037X","Dataset2_6280156X","Dataset2_5390246X","Dataset2_1240450X","Dataset2_7160369X","Dataset2_5390239X","Dataset2_3940754X","Dataset2_1230201X","Dataset2_6400333X","Dataset2_1030376X","Dataset2_4890722X","Dataset2_4040725X","Dataset2_3440343X","Dataset2_6370014X","Dataset2_940356X","Dataset2_6110167X","Dataset2_4860408X","Dataset3_7320370X","Dataset3_4640576X","Dataset3_2060465X","Dataset3_3140445X","Dataset3_6960209X","Dataset3_5670435X","Dataset3_4880367X","Dataset3_5050575X","Dataset3_290402X","Dataset3_650753X","Dataset3_110382X","Dataset3_3450274X","Dataset3_5960343X","Dataset3_4120037X","Dataset3_4050070X","Dataset3_6480059X","Dataset3_2000100X","Dataset3_3170669X","Dataset3_4830100X","Dataset3_6180538X","Dataset3_6980482X","Dataset3_4900670X","Dataset3_1780762X","Dataset3_1780564X","Dataset3_5270386X","Dataset3_7210424X","Dataset3_7050332X","Dataset3_6200431X","Dataset3_270156X","Dataset3_2470259X","Dataset3_630753X","Dataset3_3830519X","Dataset3_940747X","Dataset3_6840148X","Dataset3_1170609X","Dataset3_1770753X","Dataset3_6900209X","Dataset3_2340598X","Dataset3_3170286X","Dataset3_1470601X","Dataset3_4120053X","Dataset3_1260017X","Dataset3_3870646X","Dataset3_2120259X","Dataset3_2480739X","Dataset3_10612X","Dataset3_2490446X","Dataset3_6770711X","Dataset3_2060452X","Dataset3_50735X","Dataset3_2680722X","Dataset3_2320356X","Dataset3_6560438X","Dataset3_2710114X","Dataset3_870626X","Dataset3_2940369X","Dataset3_990072X","Dataset3_50070X","Dataset3_650008X","Dataset3_6940358X","Dataset3_4570441X","Dataset3_3610259X","Dataset3_4060221X","Dataset3_2260131X","Dataset3_1500148X","Dataset3_6220543X","Dataset3_4900010X","Dataset3_7550431X","Dataset3_2470619X","Dataset3_3390544X","Dataset3_2100241X","Dataset3_620241X","Dataset3_630377X","Dataset3_3180398X","Dataset3_2570026X","Dataset3_540021X","Dataset3_4640136X","Dataset3_6330047X","Dataset3_1710594X","Dataset3_270519X","Dataset3_1690059X","Dataset3_2850162X","Dataset3_130021X","Dataset3_2230273X","Dataset3_270348X","Dataset3_2070037X","Dataset3_6280156X","Dataset3_5390246X","Dataset3_1240450X","Dataset3_7160369X","Dataset3_5390239X","Dataset3_3940754X","Dataset3_1230201X","Dataset3_6400333X","Dataset3_1030376X","Dataset3_4890722X","Dataset3_4040725X","Dataset3_3440343X","Dataset3_6370014X","Dataset3_940356X","Dataset3_6110167X","Dataset3_4860408X","Dataset4_7320370X","Dataset4_4640576X","Dataset4_2060465X","Dataset4_3140445X","Dataset4_6960209X","Dataset4_5670435X","Dataset4_4880367X","Dataset4_5050575X","Dataset4_290402X","Dataset4_650753X","Dataset4_110382X","Dataset4_3450274X","Dataset4_5960343X","Dataset4_4120037X","Dataset4_4050070X","Dataset4_6480059X","Dataset4_2000100X","Dataset4_3170669X","Dataset4_4830100X","Dataset4_6180538X","Dataset4_6980482X","Dataset4_4900670X","Dataset4_1780762X","Dataset4_1780564X","Dataset4_5270386X","Dataset4_7210424X","Dataset4_7050332X","Dataset4_6200431X","Dataset4_270156X","Dataset4_2470259X","Dataset4_630753X","Dataset4_3830519X","Dataset4_940747X","Dataset4_6840148X","Dataset4_1170609X","Dataset4_1770753X","Dataset4_6900209X","Dataset4_2340598X","Dataset4_3170286X","Dataset4_1470601X","Dataset4_4120053X","Dataset4_1260017X","Dataset4_3870646X","Dataset4_2120259X","Dataset4_2480739X","Dataset4_10612X","Dataset4_2490446X","Dataset4_6770711X","Dataset4_2060452X","Dataset4_50735X","Dataset4_2680722X","Dataset4_2320356X","Dataset4_6560438X","Dataset4_2710114X","Dataset4_870626X","Dataset4_2940369X","Dataset4_990072X","Dataset4_50070X","Dataset4_650008X","Dataset4_6940358X","Dataset4_4570441X","Dataset4_3610259X","Dataset4_4060221X","Dataset4_2260131X","Dataset4_1500148X","Dataset4_6220543X","Dataset4_4900010X","Dataset4_7550431X","Dataset4_2470619X","Dataset4_3390544X","Dataset4_2100241X","Dataset4_620241X","Dataset4_630377X","Dataset4_3180398X","Dataset4_2570026X","Dataset4_540021X","Dataset4_4640136X","Dataset4_6330047X","Dataset4_1710594X","Dataset4_270519X","Dataset4_1690059X","Dataset4_2850162X","Dataset4_130021X","Dataset4_2230273X","Dataset4_270348X","Dataset4_2070037X","Dataset4_6280156X","Dataset4_5390246X","Dataset4_1240450X","Dataset4_7160369X","Dataset4_5390239X","Dataset4_3940754X","Dataset4_1230201X","Dataset4_6400333X","Dataset4_1030376X","Dataset4_4890722X","Dataset4_4040725X","Dataset4_3440343X","Dataset4_6370014X","Dataset4_940356X","Dataset4_6110167X","Dataset4_4860408X"
2.40269,1.60081,1.30969,0.7077, 6.24533,0.211263,0.244055,0.0982765,0.181312,0.889895, 27,27,40,45,40,40,45,45,45,27,40,27,45,45,45,45,45,45,40,40,45,40,45,45,40,27,40,40,40,45,45,40,14,45,40,45,40,45,40,45,45,45,45,27,40,45,45,40,40,45,40,40,45,40,27,40,45,27,45,40,45,45,27,45,45,45,45,45,40,40,45,27,40,45,40,14,45,45,40,45,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32, 32,32,26,32,25,26,25,32,25,25,26,27,25,25,32,25,25,25,26,26,25,26,32,27,25,32,26,25,26,25,27,25,25,25,26,32,26,32,26,32,32,32,25,27,25,25,32,27,25,25,25,25,32,26,27,25,32,32,32,26,25,25,27,25,25,25,32,25,25,26,27,27,26,25,25,32,32,32,25,32,32,27,32,32,32,32,32,26,25,32,32,27,27,27,27,27,27,27,27,27,27,27, 25,25,38,14,43,38,43,1,25,1,38,1,43,43,1,43,1,43,38,38,1,38,1,1,25,1,38,25,25,43,1,43,9,43,38,1,43,1,38,1,43,1,43,1,25,43,1,43,43,43,43,43,1,38,9,43,9,1,1,38,43,43,1,43,43,1,1,1,25,38,9,1,38,43,43,1,1,1,43,1,9,9,1,9,9,43,9,38,38,1,9,43,1,1,1,43,9,9,9,9,9,9, 20,20,20,23,20,20,43,1,20,21,20,21,20,20,23,20,1,43,20,20,43,20,1,21,20,23,20,20,20,20,23,20,1,20,20,1,20,1,20,1,43,23,20,23,20,20,23,21,20,43,43,43,23,20,21,20,21,23,23,20,43,20,23,20,43,1,1,43,20,20,21,23,20,43,20,23,23,1,20,1,21,21,23,21,23,20,21,20,20,1,21,43,21,23,1,43,23,23,23,21,21,21
4.01198,1.8319,4.03168,2.77039, 0.305596,0.0403423,3.64142,0.901489,0.843409,0.453472, 45,24,43,18,43,43,18,50,45,45,43,45,43,43,50,43,50,18,43,43,43,43,50,45,43,45,43,43,43,43,45,43,45,43,43,45,43,45,43,50,43,45,43,42,43,43,45,43,43,43,43,43,45,43,45,43,45,45,45,43,43,50,45,45,50,50,50,18,43,43,45,45,43,43,43,45,45,45,43,18,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, 24,24,5,24,38,5,38,24,38,5,5,8,5,38,24,24,38,38,5,5,38,5,24,8,5,24,5,5,5,5,8,38,5,38,5,24,5,24,5,24,24,24,38,8,5,38,24,8,5,38,38,38,24,5,8,5,24,24,24,5,38,38,8,38,38,38,24,24,5,5,8,8,5,38,5,24,24,24,38,24,24,8,24,24,24,24,24,5,5,24,24,8,8,8,8,8,8,8,8,8,8,8, 24,24,9,11,24,25,8,8,9,1,25,1,24,24,1,24,8,8,9,25,8,25,1,1,24,1,25,24,9,24,1,24,7,24,25,1,24,1,9,1,24,1,24,1,24,24,1,24,24,24,24,8,1,25,7,24,47,1,1,25,24,24,1,24,24,8,1,8,24,25,47,1,25,8,24,1,1,1,24,1,7,7,8,7,7,24,47,25,9,8,7,8,1,8,1,24,7,47,7,7,47,7, 16,16,16,45,16,16,16,15,16,8,5,8,16,16,45,16,24,24,16,16,16,16,15,8,16,45,5,16,16,16,45,16,45,16,5,15,16,15,16,15,24,45,16,45,16,16,15,8,16,16,16,16,15,48,8,16,8,45,15,16,16,16,45,16,16,24,15,24,16,16,8,45,48,16,16,45,45,15,16,45,8,8,45,8,45,16,8,16,16,15,8,16,8,15,15,16,15,15,15,8,8,8
1.82202,1.18869,1.8885,3.00996, 11.6997,1.29387,0.215573,0.100633,3.03551,0.0559231, 31,31,43,16,2,26,2,2,31,31,43,31,2,2,2,2,2,2,43,43,2,43,2,31,43,31,43,43,43,2,31,2,31,2,43,16,2,16,43,2,2,31,2,31,2,2,16,2,2,2,2,2,31,43,31,2,16,31,16,43,2,2,31,31,2,2,2,2,43,43,31,31,43,2,43,31,31,31,2,2,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45, 2,2,43,2,31,43,31,14,18,31,43,13,31,31,2,2,2,2,43,43,2,43,2,13,31,2,43,31,43,31,13,31,31,31,43,2,43,2,43,2,2,2,31,13,31,31,2,13,31,18,31,2,2,43,13,31,2,2,2,43,31,31,13,2,18,2,2,2,31,43,13,13,43,18,31,2,2,2,31,2,2,13,2,2,2,2,2,43,31,2,2,13,13,13,13,13,13,13,13,13,13,13, 14,14,14,29,14,14,16,16,14,29,45,29,16,16,16,16,16,16,14,14,16,14,16,29,14,29,14,14,14,16,29,14,23,16,45,16,14,16,14,16,16,16,16,29,14,16,29,16,14,16,16,16,29,14,19,14,19,29,29,14,16,16,29,16,16,16,16,16,14,14,19,29,14,16,16,29,29,29,16,16,19,23,16,19,19,14,19,14,14,16,19,16,16,16,16,16,19,23,19,23,23,19, 18,18,18,40,30,18,30,13,18,33,18,33,16,16,13,5,13,30,18,18,30,18,13,33,18,38,18,18,18,16,13,16,13,16,18,13,16,13,18,13,16,13,16,13,5,16,13,33,5,16,30,30,13,18,33,5,33,13,13,18,16,16,13,16,16,13,13,30,18,18,33,13,18,16,5,40,13,13,16,40,33,33,13,33,40,16,33,18,18,13,33,16,33,13,13,16,13,40,40,33,33,33
2.24143,2.59816,3.61819,6.78588, 0.124298,0.0397267,0.16115,0.547936,0.714846,0.357787, 25,24,2,48,2,2,48,48,48,24,2,25,48,2,48,48,48,48,2,2,48,2,48,25,2,25,2,2,2,48,48,2,25,48,2,48,2,48,2,48,48,25,48,24,2,48,48,2,2,48,2,2,25,2,25,2,48,25,48,2,48,48,25,25,48,48,48,48,2,2,48,25,2,2,2,25,48,48,2,48,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, 13,38,39,11,38,39,38,11,38,39,39,19,38,38,38,38,38,38,39,39,38,39,38,19,39,13,39,39,39,21,19,38,21,38,39,38,39,38,39,38,38,38,38,19,21,38,11,19,39,38,38,38,38,39,19,39,13,38,38,39,38,38,19,38,38,38,38,38,39,39,19,19,39,38,38,13,13,11,38,38,13,19,38,11,11,13,38,39,39,13,13,19,19,19,19,19,19,19,19,19,19,19, 39,39,39,49,12,39,25,13,39,17,39,17,25,12,13,25,13,13,39,39,13,39,13,17,39,13,39,39,39,25,17,12,6,25,39,13,12,13,39,13,25,13,12,13,39,12,13,25,12,25,25,13,13,39,6,12,6,13,13,39,25,25,13,12,25,13,13,13,39,39,6,13,39,13,12,13,17,13,12,13,6,6,13,6,6,12,6,39,39,13,6,13,13,13,13,12,6,6,6,6,6,6, 28,28,28,25,28,28,29,25,28,3,28,3,28,28,25,28,29,29,28,28,29,28,25,3,28,25,28,28,28,28,25,28,25,28,28,25,28,25,28,25,29,25,28,25,28,28,25,3,28,28,29,29,25,28,3,28,3,25,25,28,28,28,25,28,29,25,25,29,28,28,3,25,28,28,28,25,25,25,28,25,3,3,25,3,25,28,3,28,28,25,3,29,3,25,25,28,25,25,25,3,3,3
0.615451,2.67308,8.08221,3.21112, 0.420337,0.229667,0.473587,0.638422,2.41792,0.713791, 45,45,38,45,38,38,20,38,45,45,27,45,38,38,31,38,20,20,38,27,38,27,45,45,38,45,38,38,38,38,45,38,45,38,27,45,38,45,38,31,38,45,38,45,38,38,45,38,38,38,38,38,45,27,45,38,45,45,45,38,38,20,45,45,20,20,31,31,38,38,45,45,27,38,38,45,45,45,38,31,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16, 42,42,7,42,7,7,7,42,42,7,37,16,7,7,42,42,42,22,7,7,42,7,42,16,7,42,7,7,7,7,16,7,7,7,37,42,7,42,7,42,42,42,7,16,7,7,42,16,7,22,7,7,42,7,16,7,42,42,42,7,7,7,16,42,7,42,42,42,7,7,16,16,7,7,7,42,42,42,7,42,42,16,42,42,42,42,42,7,7,42,42,16,16,16,16,16,16,16,16,16,16,16, 27,27,27,13,17,27,38,13,27,13,27,13,38,17,13,38,8,8,27,27,8,27,13,13,27,13,27,27,27,38,13,17,40,17,27,13,38,13,27,13,38,13,17,13,27,38,13,17,38,38,38,38,13,27,40,6,40,13,13,27,38,38,13,17,38,8,13,8,27,27,40,13,27,38,38,13,13,13,38,13,40,40,8,40,40,27,40,27,27,8,40,38,13,13,13,17,40,40,40,40,40,40, 36,36,36,42,36,36,11,39,36,17,12,17,36,36,42,36,11,11,36,36,38,36,39,17,36,42,36,36,36,36,42,36,39,36,12,39,36,39,36,39,11,39,36,42,36,36,39,17,36,36,36,11,42,36,17,36,17,42,42,36,36,36,42,36,11,11,39,11,36,36,17,42,36,36,36,42,42,39,36,38,17,17,42,17,42,36,17,36,36,39,17,11,17,42,38,11,22,42,42,17,17,17
0.607945,1.59688,2.62627,2.18899, 0.131353,2.01018,0.0107789,0.804631,1.69539,6.06023, 15,15,19,37,19,19,19,19,15,15,6,15,19,19,37,19,37,37,19,19,19,19,37,15,19,15,19,19,19,19,15,19,15,19,6,37,19,37,19,46,19,15,19,15,19,19,15,19,19,19,19,19,15,19,15,19,15,15,15,19,19,19,15,15,19,19,46,37,19,19,15,15,6,19,19,15,15,15,19,37,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16, 6,6,50,6,21,50,37,6,37,21,50,8,21,21,6,37,37,37,50,50,37,50,6,8,21,6,50,21,50,21,8,21,21,21,50,6,50,37,50,37,37,6,37,8,21,21,6,8,21,37,21,37,6,50,8,21,6,6,37,50,21,37,8,37,37,37,37,37,21,50,8,8,50,37,21,6,6,6,21,37,6,8,6,6,6,6,6,50,21,6,6,8,8,8,8,8,8,8,8,8,8,8, 4,4,4,37,4,4,4,37,4,37,43,37,4,4,37,4,1,4,4,4,1,43,37,37,4,37,43,4,4,4,37,4,42,4,43,37,4,37,4,37,4,37,4,37,4,4,37,4,4,4,4,4,37,43,25,4,42,37,37,43,4,4,37,4,4,1,37,1,4,4,42,37,43,4,4,37,37,37,4,37,25,42,1,25,25,4,42,43,4,37,42,4,37,37,37,4,25,42,42,42,25,42, 43,43,43,25,4,43,34,25,43,46,43,46,4,4,25,4,25,25,43,43,25,43,25,46,43,25,43,43,43,4,25,4,25,4,43,25,4,25,43,25,25,25,4,25,43,4,25,46,43,4,4,34,25,43,46,4,46,25,25,43,4,4,25,4,4,25,25,25,43,43,46,25,43,4,43,25,25,25,4,25,46,46,25,46,25,4,9,43,43,25,46,34,46,25,25,4,25,25,25,46,46,46
2.32402,3.27845,1.25175,7.92408, 0.354846,7.15815,0.670962,0.13249,0.860882,0.272996, 33,33,15,8,27,27,8,8,8,33,15,33,27,27,8,27,8,8,27,15,8,15,8,8,15,33,15,15,27,27,8,27,33,27,15,8,27,8,15,8,27,8,27,33,27,8,8,27,27,27,27,27,8,15,33,27,8,33,8,15,27,8,33,8,8,8,8,8,15,15,8,33,15,27,27,33,8,8,27,8,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47, 9,9,33,9,33,33,9,9,9,33,33,39,33,33,9,9,9,9,33,33,9,33,9,39,33,9,33,33,33,33,39,33,33,33,42,9,33,9,33,9,9,9,33,39,33,33,9,39,33,9,33,9,9,33,39,33,9,9,9,33,33,9,39,9,9,9,9,9,33,33,39,39,33,9,33,9,9,9,33,9,9,39,9,9,9,9,9,33,33,9,9,39,39,39,39,39,39,39,39,39,39,39, 13,13,13,8,13,13,27,2,13,8,13,8,27,27,8,27,2,2,13,13,2,13,8,8,13,8,13,13,13,27,8,13,35,27,13,2,13,2,13,2,27,8,13,8,13,13,8,27,13,27,27,2,8,13,35,13,35,8,8,13,27,27,8,13,27,2,2,2,13,13,35,8,13,2,13,8,8,8,13,8,35,35,2,35,23,13,35,13,13,2,35,2,8,2,2,13,23,23,35,35,35,35, 19,19,13,21,27,13,27,30,13,4,13,4,27,27,21,27,27,27,13,13,27,13,30,4,19,21,13,19,13,27,21,27,30,27,13,30,27,30,13,30,27,30,27,21,19,27,30,4,27,27,27,27,30,13,4,27,4,21,30,13,27,27,21,27,27,27,30,27,19,13,4,21,13,27,19,21,21,30,27,30,4,4,21,4,21,27,4,13,13,30,4,27,4,21,27,27,30,21,21,4,4,4
2.32984,1.36098,2.82689,1.00924, 0.611937,2.28831,1.34075,0.154016,0.439717,0.618066, 21,21,36,26,25,25,25,25,21,26,36,21,25,25,21,25,25,25,25,36,25,36,21,21,36,21,36,36,25,25,21,25,21,25,36,21,25,21,36,25,25,21,25,21,25,25,21,25,25,25,25,25,21,36,21,25,21,21,21,36,25,25,21,21,25,25,25,26,36,36,21,21,36,25,36,21,21,21,25,25,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22, 42,14,6,40,14,6,14,40,14,6,9,35,14,14,42,14,14,14,6,9,14,6,33,35,6,42,9,6,6,6,35,14,6,14,9,14,6,14,6,14,14,33,14,35,14,14,42,35,6,14,14,14,33,9,35,6,33,42,14,9,14,14,35,14,14,14,14,14,6,6,35,35,9,14,14,33,42,42,14,14,33,35,33,42,40,42,33,6,6,40,42,35,35,35,35,35,35,35,35,35,35,35, 14,14,14,35,14,14,22,22,14,22,14,22,14,14,22,14,22,22,14,14,22,14,22,22,14,22,14,14,14,14,22,14,3,14,14,22,14,22,14,22,47,22,14,22,14,14,22,14,14,14,47,22,22,14,3,14,21,22,22,14,14,14,22,14,47,22,22,22,14,14,21,22,14,22,14,22,22,22,14,22,3,3,22,3,21,14,3,14,14,22,3,22,22,22,22,14,21,3,3,3,21,21, 14,14,14,18,14,14,34,18,14,12,14,12,14,14,18,14,18,18,14,14,18,14,18,12,14,18,14,14,14,14,18,14,18,14,29,18,14,18,14,18,18,18,14,18,14,14,18,12,14,34,14,34,18,14,12,14,12,18,18,14,34,14,18,14,34,18,18,18,14,14,12,18,14,34,14,18,18,18,14,18,12,12,18,12,18,14,12,14,14,18,12,34,12,18,18,34,18,18,18,12,12,12
3.84533,2.41425,2.71122,1.98814, 4.99116,0.0979881,3.90963,0.36306,0.0354935,1.78539, 16,16,4,19,3,47,47,47,19,16,4,16,47,47,19,47,47,47,4,4,47,4,19,19,4,16,4,4,4,47,19,3,16,47,4,19,3,19,4,47,47,19,47,16,47,47,19,47,47,47,47,47,16,4,16,47,19,16,19,4,47,47,16,16,47,47,47,47,4,4,19,16,4,47,4,16,19,19,3,47,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23, 19,16,47,19,3,47,3,19,3,3,35,29,3,3,19,3,3,3,47,47,3,47,27,29,3,19,47,3,47,3,29,3,3,3,35,27,47,27,47,27,16,27,3,29,3,3,19,29,3,3,3,3,16,47,29,3,19,19,27,47,3,3,29,3,3,3,27,27,3,47,29,29,47,3,3,16,19,19,3,27,19,29,27,16,19,19,27,47,3,19,19,29,29,29,29,29,29,29,29,29,29,29, 28,28,28,29,50,28,50,3,28,29,28,29,50,50,3,50,3,35,28,28,3,28,3,29,28,29,28,50,28,50,29,50,36,50,28,3,50,3,28,3,50,3,50,12,50,50,12,50,50,50,50,35,12,28,36,50,36,12,12,28,50,50,12,50,50,3,3,35,28,28,36,29,28,35,50,16,29,3,50,12,36,36,3,36,36,50,36,28,28,3,36,50,3,3,3,50,36,36,36,36,36,36, 26,26,29,37,26,29,15,38,29,23,29,23,26,26,38,26,15,15,29,29,15,29,38,23,26,37,29,26,29,26,37,26,38,26,29,38,26,38,29,38,15,38,26,37,26,26,38,23,26,26,15,15,38,29,23,26,23,37,38,29,26,26,37,26,15,38,38,15,26,29,23,37,29,26,26,37,37,38,26,38,23,23,37,23,37,26,23,29,29,38,23,15,23,37,38,26,38,37,37,23,23,23
2.1782,2.73873,4.13699,5.85055, 0.590678,0.790004,0.356105,0.285467,0.00343808,0.593999, 6,6,29,45,29,29,45,29,14,6,11,6,29,29,45,29,45,45,29,11,29,11,45,14,29,6,11,29,29,29,14,29,6,29,11,14,29,45,29,45,29,6,29,6,29,29,14,29,29,29,29,29,6,11,6,29,45,6,14,11,29,29,6,6,29,45,45,45,29,29,14,6,11,29,29,6,14,14,29,45,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16, 29,29,36,42,3,36,3,29,3,3,36,2,3,3,29,3,3,3,36,36,3,36,29,2,3,29,36,3,36,3,2,3,3,3,36,29,36,29,36,3,3,29,3,2,3,3,29,2,3,3,3,3,29,36,2,3,29,29,29,36,3,3,2,3,3,3,3,3,3,36,2,2,36,3,3,29,29,29,3,3,29,2,29,29,29,29,29,36,3,29,29,2,2,2,2,2,2,2,2,2,2,2, 49,49,49,14,13,49,4,4,49,14,49,14,13,13,4,13,4,4,49,49,4,49,4,14,49,14,49,49,49,13,14,13,29,13,49,4,13,4,49,4,4,4,13,14,13,13,14,13,13,13,4,4,14,49,29,13,29,14,14,49,13,13,14,13,4,4,4,4,49,49,29,14,49,4,13,14,14,14,13,4,29,29,4,29,29,13,29,49,49,4,29,4,4,4,4,13,29,29,29,29,29,29, 28,28,28,7,39,28,39,12,28,48,28,48,39,39,12,39,30,30,28,28,30,28,12,48,28,7,28,28,28,39,7,39,12,39,28,12,39,12,28,30,39,12,39,12,39,39,12,48,39,39,39,39,12,28,48,39,48,7,12,28,39,39,31,39,39,30,12,30,28,28,48,4,28,39,36,7,7,12,39,30,48,48,4,48,7,39,48,28,28,30,48,39,48,4,30,39,12,7,7,48,48,48
